区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
123,blitz_sim,crates/blitz_sim/src/contact/scene/substep_velocity_stage.rs,42-43,"a, b(let a = 拘束.速度段階の剛体の参加点(...)・let b = 拘束.速度段階の静的世界の参加点())",英字1文字・英単語または略号,条2・条7(識別子への英字の混入。呼称と語の選択の「漢字1文字への圧縮」と同型のASCII単独文字への圧縮),"a・bは初出の剛体の参加点・静的世界の接触相手の意味を一切運ばず、代数の変数名をそのまま流用しており、日本語話者がこの2文字だけを見て「これは何か」に単独で答えられない。直後の速度段階.一点へ適用する(a, b, 条件)まで読んでも、どちらが剛体側でどちらが静的世界側かは呼び出し元の記憶に依存する",剛体の参加点・静的世界の参加点(呼び出し元の拘束.速度段階の剛体の参加点・拘束.速度段階の静的世界の参加点のメソッド名をそのまま変数名に採る),命名_区画123_2026-09-12.md
123,blitz_sim,crates/blitz_sim/src/contact/scene/substep_velocity_stage.rs,51,適用後のaの運動状態(接触の速度段階の結果::衝撃を適用したのフィールドを分解束縛した名前),英字1文字,条2・条7,「aの」という所有格がこのファイル内のどの実体を指すか分からない(このファイルにはaという名の値が存在しない。宣言元はcrates/blitz_sim/src/contact/velocity_stage.rsでこのブロックの40ファイルには含まれないが、この識別子はこのファイルで読み・使われている)。ASCII1文字を格助詞で日本語へ接続する形は「段3」と同型の圧縮であり、対象を名指しできていない,適用後の剛体の運動状態(宣言元ファイルでのリネームが必要。このファイルはその識別子を分解束縛して使っているだけである),命名_区画123_2026-09-12.md
124,blitz_sim,crates/blitz_sim/src/contact/scene/numeric_contract_record/tolerance_dependence/scene_variation.rs,29,段階A1の場面からの一つの変更(enum型名),英字1文字・英単語または略号・数字,呼称と語の選択条1(漢字1文字圧縮と同型のアルファベット+数字による中国語的圧縮の禁止)、日本語命名の受理条件7(直訳・略記の禁止に準ずる符丁化),「A1」はIssue #59の作業上の通し番号(段階Aの1番目)であり、この型を単独で読む人には「段階Aとは何か」「1とは何番目の何を指すか」が復元できない。オーナーが不合格にした実例で名指しされた段階A2の候補_…と同じ「アルファベット+数字」の符丁パターンである。ユビキタス言語.mdには段階A1の場面からの一つの変更としてこの名のまま登録されているが、登録は現状の綴りの記録であって受理条件への適合を保証しない,"許容差依存診断の基準場面からの一つの変更、または第4段階の基準場面からの一つの変更(段階の実体である「Issue #59第4段階(許容差依存の解消)の基準場面」を語で書く) - 同一識別子の同一区画内での再出現(定義以外の参照。改名は上の1箇所を直せばLSPリネームで追従する): case.rs:12,31,46,68、fidelity_tests.rs:9,21、mod.rs:31,45,51",命名_区画124_2026-09-12.md
124,blitz_sim,crates/blitz_sim/src/contact/scene/numeric_contract_record/tolerance_dependence/case.rs,73,接線の行への許容差の当て方::許容差の内側の点の行を積まず右辺を零にする(enum枝),英単語または略号,受理条件3(5W1Hの必要格)・8(長さは結果であって圧縮の言い訳にならない),名前に「右辺を零にする」という実装の帳簿上の扱いまで詰め込んでいるが、この枝の本質は「接線変位が許容差以下の点については拘束行を追加しない」ことであり、右辺の扱いは本質でない付随事項である。CLAUDE.mdの「オーナーが不合格にした実例」に完全一致で挙げられている綴りである。定義側のenum(normal_tangential_systemモジュール)は本区画外だが、本区画内で5箇所以上参照・分岐している,許容差以下の接線変位の拘束行を追加しない(オーナー指定の改名先),命名_区画124_2026-09-12.md
125,blitz_sim,crates/blitz_sim/src/contact/static_friction/manifold_row_build.rs,28-29,"錨a, 錨b(引数名)",英字1文字,落ちた条件: ASCII混入の禁止,"「錨」という日本語名詞にASCIIのa/bを添字として直結しており日本語として読めない。同ファイル内で32,33,38,42行目でも使用。改名の素案: 第一の錨, 第二の錨(または参加者一の錨, 参加者二の錨)",,命名_区画125_2026-09-12.md
125,blitz_sim,crates/blitz_sim/src/contact/static_friction/projection.rs,23-24,"錨a, 錨b(引数名)",英字1文字,落ちた条件: ASCII混入の禁止,"同上。同ファイル内27,28,33,34,37,41,42,45,46行目でも使用。改名の素案: 同上 - crates/blitz_sim/src/contact/static_friction/manifold_cone_tests.rs:17","x軸向きの接線の乗数(関数名) 落ちた条件: ASCII混入の禁止 「x軸」というASCII文字「x」を関数名の内部に直結しており、識別子として日本語で完結していない。同ファイル19,26,59行目でも使用。改名の素案: エックス軸向きの接線の乗数は不可(カタカナでも同じ問題)。方向を名指す既存の型(方向<ワールド>)の生成元を関数名へ書く形で 一軸向きの接線の乗数 へ一般化するか、「エックス軸」という固有の軸の呼称自体をユビキタス言語へ登録してから使う",命名_区画125_2026-09-12.md
125,blitz_sim,crates/blitz_sim/src/contact/static_friction/tangential_multiplier.rs,17-19,"x成分, y成分, z成分(フィールド名)",英字1文字,落ちた条件: ASCII混入の禁止,"ASCIIの軸名x/y/zを「成分」という日本語語幹に直結している。同ファイル26-28(生成関数)・35-37(向きへの増分を足す)・43,49(大きさ・三つの成分)・58-60(Add実装)でも使用。改名の素案: 横成分, 縦成分, 奥成分等ワールド座標系の名を日本語の方位語で表すか、既存のユビキタス言語に軸の日本語呼称があればそれに従う",,命名_区画125_2026-09-12.md
125,blitz_sim,crates/blitz_sim/src/contact/static_friction/result.rs,18-19,"補正a, 補正b(列挙の枝が持つフィールド名)",英字1文字,落ちた条件: ASCII混入の禁止,"「補正」にASCIIのa/bを添字として直結している。crates/blitz_sim/src/contact/static_friction/projection.rs:45-46(構築)、isotropy_tests.rs:34,40(分解・使用)、projection_tests.rs:23,29,30(分解・使用)でも同名が使われている。改名の素案: 第一の参加者の補正, 第二の参加者の補正",,命名_区画125_2026-09-12.md
127,blitz_sim,crates/blitz_sim/src/rigid_body/rigid_body/ledger.rs,63,剛体一覧_mut,英単語または略号,日本語命名の質「英語の頭字語・省略語を日本語の中に混ぜない」,_mutはRustのmutableの省略語であり、Rustのget/get_mut慣習をそのまま持ち込んでいる。日本語しか読めない読み手はこの部分だけ復元できず、隣の剛体一覧()(不変参照を返す)との違いも名前からは分からない,剛体一覧を可変で参照する,命名_区画127_2026-09-12.md
127,blitz_sim,crates/blitz_sim/src/rigid_body/rigid_body/transition_tests.rs,82,剛体_静的,なし,日本語命名の質「単語らしく見せるために助詞を省かない」,アンダースコアで名詞と修飾語を接続し、語順も入れ替えている(自然な日本語は「静的な剛体」)。英語のsnake_case命名習慣を日本語識別子へそのまま持ち込んだ結合であり、自然な句になっていない,静的な剛体,命名_区画127_2026-09-12.md
127,blitz_sim,crates/blitz_sim/src/rigid_body/rigid_body/transition_tests.rs,93,剛体_動的,なし,日本語命名の質「単語らしく見せるために助詞を省かない」,同上(「動的な剛体」の圧縮),動的な剛体,命名_区画127_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/spec.rs,6,Sph仕様(構造体名),英単語または略号,日本語命名の質・条1(頭字語混入禁止)、受理条件・条2(ASCII識別子は補完力ゼロ),"""Sph""は英語の頭字語(Smoothed Particle Hydrodynamics)がそのままASCIIで日本語の名詞「仕様」へ膠着している。ユビキタス言語.mdは「SPH」を専門用語として定義し初出補足を与えているが、それは文章中の表記であり、識別子へ英字を直接混ぜてよい根拠にはならない。UI・CPU・GPU・API等の「一般に通用している語」の枠には入らない",弱圧縮性流体仕様または粒子法流体仕様(ユビキタス言語.mdへ訳語を登録してから使う),命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/error.rs,6,Sph仕様エラー(列挙名),英単語または略号,同上,同上(Sph仕様のエラー型でも同じ頭字語混入),粒子法流体仕様エラー,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/density.rs,7,sph密度を計算する(自由関数),英単語または略号,日本語命名の質・条1、受理条件・条2,"小文字の""sph""が動詞句の直前に直接連結し、日本語の膠着圧縮になっている。呼び出し側はsuper::density::sph密度を計算するとASCIIモジュール名越しに読むため、条2により英字の意味は補完されない",粒子法流体の密度を計算する,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/step.rs,8,sphを一ステップ進める(自由関数),英単語または略号,同上,"同上。""sph""を目的語の格助詞「を」の直前へ裸のASCIIとして置いている",粒子法流体を一ステップ進める,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/surface_flow/state.rs,78,usizeへ(自由関数),英単語または略号,受理条件・条2、日本語命名の質・条1に準じる英字混入,"Rustのプリミティブ型名""usize""がそのままASCIIで格助詞「へ」の直前に置かれている。呼び出し側state::usizeへ(値)もASCIIモジュール越しであり、英字部分は補完されない読み手に「何をする関数か」を型名の綴りでしか伝えられない",符号無し32ビット整数を添字型へ変換するまたは添字数へ変換する,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/surface_flow/step.rs,12,列数u32・行数u32(局所変数),英字1文字・数字,受理条件・条2に準じる英字混入,"ローカル変数名の末尾に型名""u32""をASCIIのまま連結しており、同じ関数内に型変換前後の値(列数u32と列数)が並ぶため紛れも生む",列数指定値・行数指定値、または変換前後を列数(u32型)のようにコメントで示し変数名自体は列数一本にする,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/surface_flow/step.rs,52,流す(自由関数、モジュール私有),なし,受理条件・条3(5W1Hの必要格)、条1(受理テスト),関数は「セルからセルへ量を移す」処理だが、名前の「流す」だけでは何を(量)・どこから どこへ(元セルから先セルへ)が一意に読めない。ASCIIモジュール(step.rs)直下の自由関数であり条2によりモジュール名からの補完も無い。実引数(厚さ配列・元・先・量)を読まないと動作が確定しない点はオーナー不合格実例の「目的語・着点の欠落で一意に読めない」と同型,セル間で液量を移すまたは元セルから先セルへ量を移す,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/kernel.rs,5,密度核(自由関数),なし,受理条件・条4(品詞の規律。処理なのに名詞形),"関数は距離と半径から核関数の値を計算する処理(pub(crate) fn)であり、副作用の無い計算だが計算処理である以上「〜する」の動詞句であるべきところ、値のような名詞句になっている。呼び出し元でも密度核(距離二乗, 半径)と読め、「密度核という値を取得する」のか「密度核を計算する処理」なのか型だけでは判別できない",密度核を計算する,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/kernel.rs,14,圧力勾配係数(自由関数),なし,同上(条4),同上のパターン。圧力勾配係数を計算する処理が名詞形のまま,圧力勾配係数を計算する,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/kernel.rs,21,粘性ラプラシアン(自由関数),なし,同上(条4),同上のパターン,粘性ラプラシアンを計算する,命名_区画129_2026-09-12.md
129,blitz_sim,crates/blitz_sim/src/sph/density.rs,22,距離二乗(自由関数、pub(crate)),英単語または略号,同上(条4),2点間の距離の二乗を計算する処理であり、density.rsとstep.rsから呼ばれる計算処理だが、名前は結果の値と同じ名詞形で処理であることが読み取れない,距離二乗を計算する,命名_区画129_2026-09-12.md
131,editor_server,crates/editor_server/src/bin/bake_one_building.rs,27,"fn 書き出す() -> Result<String, String>",英単語または略号,条件3(5W1Hの必要格)・条件5(裸の動詞の禁止),ASCIIモジュール(bake_one_building.rs)直下の自由関数であり、名前単独で答える必要があるが「書き出す」だけでは何を書き出すのか(建物1棟の検証世界のソース)が無い。呼び出し元main()も同じASCII文脈のため補完できない,一棟検証の世界ソースを書き出す,命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/bin/contract_export.rs,23,"fn 書き出す(出力先: &PathBuf, 本文: String) -> std::io::Result<()>",英単語または略号,条件3・条件5,同上。ASCIIモジュール直下の裸の動詞。引数に「本文」はあるが、関数名自体は目的語を持たない単独の「書き出す」であり、名前だけでは「何を」書き出す処理か答えられない,本文をファイルへ書き出す,命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/export/chunk_directory_text.rs,10,"pub(super) const ファイル名: &str = ""chunk_directory.txt"";",英単語または略号,条件1(受理テスト)・条件3,"「ファイル名」だけでは何のファイル名か単独で答えられない汎用名。現に呼び出し側(export/command.rs:16)がuse ... {ファイル名 as 目録ファイル名, ...}とインポート時に改名しており、名前だけでは意味が伝わらないことを実装自身が示している",目録ファイル名(インポート側が実際に使っている名を正本にする),命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/export/chunk_directory_text.rs,19,両方とも 本文を組み立てる,なし,条件6(1語1義),同じクレート内に「本文を組み立てる」という名の関数が2つ存在し、片方はTypeScript型契約の本文を、もう片方はチャンク目録テキストの本文を組み立てる。全く別の生成物に同じ名前を与えており、grep等で識別子を追う読み手が取り違える。ASCIIモジュール直下の自由関数でもあり単独で意味が取れる必要があるが、「本文」がどの本文か対象語が無い,目録本文を組み立てる(chunk_directory_text.rs側)。contract/mod.rs側は型契約の本文であるため据え置きでもよいが、区別のため型契約の本文を組み立てるも検討可,命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/bake_editor_world.rs,15,エディターの世界をベイクする,なし,条件6(1語1義)・日本語命名の質(直訳調・カタカナ語の基準),同じファイルのコメント(1-7行目)は一貫して「焼く」(エディターの世界を実行時形式へ焼く局面、層割当を焼く、既定の割当を使う…)を使っており、正本の_doc/計画/ユビキタス言語.mdでも動詞形の主流は「焼く」である。公開メソッド名だけが英語からの直訳的カタカナ「ベイクする」になっており、同一ファイル内で同じ動作に2つの語が混在している,エディターの世界を焼く,命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/building_grid_store.rs,94,fn 定義の識別子が空である() -> 建物定義ID,英単語または略号,条件4(品詞の規律),この関数はunwrap_or_elseから呼ばれ、実際には値を返さずpanic!で異常終了する処理(処理=動詞句「~する」であるべき)なのに、名前が状態を述べる叙述文(「~である」)になっている。名前だけでは「これは処理を実行する関数だ」と読み取れず、値を返す通常の関数のように誤読されうる,識別子が空の不変条件違反でパニックする crates/editor_server/src/export/chunk_directory_text.rs:15(構造体目録項目のフィールド)と crates/editor_server/src/export/command/chunk_write.rs:84 アセットid 条件6(1語1義。用語定義ファイルとの照合で確定) 同じクレート内で識別子の型は一貫して大文字のIDを使う(建物定義ID・楽曲ID・パターンID・アセットID(型名))。このフィールドだけ小文字のidを素の英語のまま日本語へ接着しており、同じ「ID」という語が大文字/小文字で綴り分かれ、grepでの一貫追跡ができない アセットID(構造体へ#[allow(non_snake_case)]を付けて他の構造体と同じ様式にする),命名_区画131_2026-09-12.md
131,editor_server,crates/editor_server/src/project_root.rs,66,fn projectフラグの次の引数を使う()(テスト関数名),英単語または略号,日本語命名の質(英語の直訳調・呼称と語の選択のカタカナ語基準),英単語projectを訳さずそのまま日本語の文へ接着している。オーナーが「英語名は読まない」「カタカナ語は小学生が分かるものだけ」と裁定した規律に反し、この関数名だけ素のASCII単語が混入している,プロジェクトフラグの次の引数を使う,命名_区画131_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/chunk_heightmap_get.rs,7,チャンク高さ格子を返す,なし,日本語命名の質(助詞省略の膠着圧縮禁止),同じファイルの14行目で同じ概念を状態.チャンクの高さ格子を読み未保存ならマザーから切り出すと「の」ありで書いている。公開ハンドラ名だけ「チャンク」「高さ」「格子」を助詞なしで詰めており、同一ファイル内で同じ資源に2通りの表記が同居する,チャンクの高さ格子を返す,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/chunk_heightmap_put.rs,20,チャンク高さ格子を保存する,なし,同上,39行目で呼ぶ保管庫側のメソッドはチャンクの高さ格子を検証して保存する(「の」あり)。ハンドラ名だけ圧縮されている,チャンクの高さ格子を保存する,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/chunk_splat_weights_get.rs,12,チャンク材質重みを返す,なし,同上(+語の脱落),13行目で呼ぶ状態.保管庫().チャンクの材質重みを読むは「の」ありで書いている。加えて登録語(ユビキタス言語)は「地表材質の重み」であり、ハンドラ名は「地表」も落として「材質重み」まで詰めている,チャンクの地表材質の重みを返す,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/chunk_splat_weights_put.rs,19,チャンク材質重みを保存する,なし,同上,38行目の呼び出し先チャンクの材質重みを検証して保存すると表記が食い違う,チャンクの地表材質の重みを保存する,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/world_heightmap_get.rs,12,大域世界高さ格子を返す,なし,同上,13行目で呼ぶ状態.保管庫().大域世界の高さ格子を読むは「の」ありで書いている,大域世界の高さ格子を返す,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/world_heightmap_put.rs,12,大域世界高さ格子を保存する,なし,同上,29行目の呼び出し先大域世界の高さ格子を検証して保存すると表記が食い違う,大域世界の高さ格子を保存する,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/source_asset_export_post.rs,77,fn ベイク失敗の応答(誤り: ...) -> Box<Response>,英単語または略号,条件4(品詞の規律),エラー値をBox<Response>へ変換する処理(.map_err(ベイク失敗の応答)で渡す関数)なのに、名前が「ベイク失敗の応答」という値の名詞句になっている。名前だけ見ると応答という値そのものに見え、変換処理であることが読めない,ベイク失敗を応答へ写す,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/world_layout_lookup.rs,18,fn 区画割り未設定応答() -> Response,英単語または略号,条件4,.ok_or_else(,Box::new(区画割り未設定応答()))で呼ばれる、応答を組み立てる処理なのに名詞句のまま。同じファイルの保存済み区画割りを読むは正しく動詞句である 区画割り未設定の応答を組み立てる,命名_区画135_2026-09-12.md
135,editor_server,crates/editor_server/src/routes/routes/static_serve.rs,19,async fn 未ビルド応答() -> impl IntoResponse,英単語または略号,条件4,axumのfallbackハンドラ(ルーター.fallback(未ビルド応答))であり、他の全ハンドラ(生存確認を返す・楽曲を返す等)が動詞句であるのに、これだけ名詞句で登録されている,未ビルド応答を返す,命名_区画135_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/contract_freshness.rs,11,生存確認契約tsは組み立てた本文と一致する,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),「契約」と「ts」の間に助詞が無く、「契約ts」が1語のように読めてしまう。TypeScriptファイルであることを示したいなら助詞を挟むか日本語で書く必要がある,生存確認契約のTSファイルは組み立てた本文と一致する,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/contract_freshness.rs,16,編集資源契約tsは組み立てた本文と一致する,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,編集資源契約のTSファイルは組み立てた本文と一致する,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_conversion.rs,8,旧版のチャンク構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),「構造」と「Json」の間に助詞が無い。同ファイル群の他所は格子のjsonのように「の」を挟んでおり、書き方が不統一,旧版のチャンク構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_conversion.rs,16,建物種別を持つ旧版のチャンク構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,建物種別を持つ旧版のチャンク構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_conversion.rs,31,旧版の大域世界構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,旧版の大域世界構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_overwrite.rs,12,塔を持つ旧版のチャンク構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,塔を持つ旧版のチャンク構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_overwrite.rs,27,建物を持たない最新のチャンク構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,建物を持たない最新のチャンク構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/legacy_structure_without_scatter.rs,8,散布の個体一覧を持たない旧版のチャンク構造Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),同上,散布の個体一覧を持たない旧版のチャンク構造のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/material_board_routes.rs,11,台帳Json,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),「台帳」と「Json」の間に助詞が無い。同ファイル内の他の識別子(マテリアル台帳)と並べて読むと、これだけ英語がそのまま体言へ接着されて見える,台帳のjson,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/chunk_storage_roundtrip.rs,87,頂点数usize,英単語または略号,日本語命名の質(助詞省略の膠着圧縮),「頂点数」と「usize」の間に助詞が無く、Rustの型名がそのまま名詞へ接着されている。「頂点数を表すusizeの値」等、型変換であることを助詞で示す必要がある,頂点数のusize値,命名_区画136_2026-09-12.md
136,editor_server,crates/editor_server/tests/integration/world_heightmap_routes.rs,12,区画割り未保存での高さ格子putは400を返す,英単語または略号・数字,日本語命名の質(助詞省略の膠着圧縮),「高さ格子」と「put」の間に助詞が無く、HTTPメソッド名がそのまま名詞へ接着されている,区画割り未保存での高さ格子のPUT要求は400を返す,命名_区画136_2026-09-12.md
138,editor_server,crates/editor_server/tests/integration/common/music_fixture.rs,13,パターンの名乗り(関数、fn パターンの名乗り(綴り: &str) -> パターンID),英単語または略号,条件4(品詞の規律),上と同じ理由。パターンID::生成する(綴り).unwrap()を呼ぶ処理が名詞句のままで、値なのか処理なのか名前だけでは決まらない,パターンの名乗りを作る,命名_区画138_2026-09-12.md
140,xtask,xtask/src/lod_crack.rs,"29,37-38",総roi画素数(局所変数)・roi画素数(フィールド。定義は同モジュールのimage_checkだがこのファイルで読み書きされる),英単語または略号,日本語命名の質 条1(頭字語・省略語の混入禁止),roi(Region Of Interest)はGPU・CPU・API・UIのような一般に通用する語ではなく、_doc/計画/ユビキタス言語.mdにも登録が無い。カメラ・画像処理を知らない読み手はroiが何の略か復元できない。,改名案: 総着目領域画素数・着目領域画素数,命名_区画140_2026-09-12.md
140,xtask,xtask/src/pixel_region.rs,"10-13,18-19,25,30-31,38",x開始・x終端・y開始・y終端(構造体画面領域のフィールドと同名の局所変数・引数),英字1文字,受理条件の付随規律(ASCII英字1文字を日本語複合語へ直接くっつける圧縮の禁止。オーナー不合格実例「段階A2」と同型),単一のASCII文字x/yを漢字へ直接くっつけた圧縮であり、日本語として読めない。しかも同じファイルが画素の横位置・画素の縦位置という日本語の型をすでに持っており、フィールドだけ英字の軸名へ逃げているため1語1義が崩れている(横位置/縦位置と x/y の2系統の呼び方が同じ概念に併存する)。,改名案: 横開始・横終端・縦開始・縦終端,命名_区画140_2026-09-12.md
140,xtask,xtask/src/plate_region.rs,"52-55,61-63",x開始・x終端・y開始・y終端(局所変数),英字1文字,受理条件の付随規律(同上),同上とまったく同じ形の混入。このファイルも画素の横位置・画素の縦位置という日本語型を関数の引数・戻り値として使っているのに、内部計算だけがx/yへ戻っている。,改名案: 横開始・横終端・縦開始・縦終端,命名_区画140_2026-09-12.md
140,xtask,xtask/src/sky_draw.rs,"47,48,67,68",空パスms(局所変数)・空パスが枠を下回るかの判定名の引数空パスms・呼び出し先gpu_time::空パスの平均msを読む,英単語または略号,日本語命名の質 条1(頭字語・省略語の混入禁止)+条6相当(1語1義),同じファイルの24行目で「空パスの予算ミリ秒」とすでに正しく訳しているのに、実測値のほうだけ未翻訳のmsを使っており、同じ概念(空パスの所要時間)が「ミリ秒」とmsの2通りの綴りで現れる。msはCPU/GPU/APIのような一般に通用する語ではなく、英語の単位記号を知らない読み手には復元できない。,改名案: 空パスミリ秒・空パスの平均ミリ秒を読む,命名_区画140_2026-09-12.md
141,xtask,xtask/src/visual_sample_world.rs,29,"pub fn 用意する() -> Result<(), 検収世界の用意の破れ>",英単語または略号,条件2・条件5,ASCIIモジュールvisual_sample_world直下の自由関数が裸の動詞「用意する」であり、何を用意するか(目視見本世界の実行時形式)が名前に無い。呼び出し側はcrate::visual_sample_world::用意する()としか読めず、モジュール名(ASCII)は補完力ゼロなので「何の用意か」が単独で読み取れない。定義に書かれた不合格実例create::生成すると同型,目視見本世界を用意する,命名_区画141_2026-09-12.md
141,xtask,xtask/src/temporal_reconstruction.rs,40,crate::visual_sample_world::用意する()(呼び出し),英単語または略号,条件2・条件5,上記1の呼び出し箇所。同じ理由で単独で読めない,定義1の改名に追従,命名_区画141_2026-09-12.md
141,xtask,xtask/src/temporal_visual.rs,46,crate::visual_sample_world::用意する()(呼び出し),英単語または略号,条件2・条件5,同上,同上,命名_区画141_2026-09-12.md
141,xtask,xtask/src/terrain_visual.rs,38,crate::visual_sample_world::用意する()(呼び出し),英単語または略号,条件2・条件5,同上,同上,命名_区画141_2026-09-12.md
141,xtask,xtask/src/temporal_reconstruction.rs,45,"judgment::判定する(&一回目, &二回目)",英単語または略号,条件2・条件5,ASCIIモジュールjudgment直下の自由関数が裸の動詞「判定する」。何を判定するか(一回目と二回目の観測が一致すること)が名前から読めず、モジュール名はASCIIで補完しない。同ファイルの直前の行injection::取り出して判定する(...)も目的語が薄いが、こちらは動詞の複合で幾らか救われている一方、判定する単独はさらに弱い,一回目と二回目の観測が一致することを判定する,命名_区画141_2026-09-12.md
141,xtask,xtask/src/vertex_diag.rs,"76,84","pixel_check::数える(&影なしの粗い.画像, &影なしの細かい.画像) / pixel_check::数える(&粗い.画像, &細かい.画像)",英単語または略号,条件2・条件3・条件5,ASCIIモジュールpixel_check直下の自由関数が裸の動詞「数える」。何を数えるか(食い違う画素)が名前に無い。姉妹の処理であるxtask/src/temporal_visual.rs内のpixel_diff::食い違う画素を数えるは同じ種類の処理に目的語付きの名前を与えており、同種処理の呼称が割れている(条件6 1語1義の観点でも紛れる),食い違う画素を数える,命名_区画141_2026-09-12.md
141,xtask,xtask/src/xpbd_solver_bench.rs,"39,42,46,52,54,56,64,73",xpbd並列方式を計測する,英単語または略号,条件2・日本語命名の質(頭字語の直接連結・膠着圧縮の禁止),小文字ASCIIのxpbdが助詞を挟まず日本語へ直接膠着している。同じファイル内で型名はXPBDの並列方式の計測エラーと大文字+「の」で書かれており綴りが割れている。さらに兄弟コマンド(dispatch/measurement.rsが束ねるow4_bench::植生密度別に性能を計測する・shadow_probe::影の律速切り分けを計測する等)はいずれも純粋な日本語の関数名であり、この関数だけがASCII頭字語を生のまま名前へ混ぜている,XPBD並列方式を計測する(最小修正)。将来的には日本語だけの言い回しへの言い換えも検討可,命名_区画141_2026-09-12.md
141,xtask,xtask/src/village_draw.rs,30,pub fn 見本集落の描画を確認する() -> ExitCode,英単語または略号,条件6(1語1義)・日本語命名の質(助詞省略の膠着圧縮の禁止),"同じファイルの24〜27行目で世界の呼び名を""見本の集落""と助詞「の」を入れて定義しているのに、関数名だけ「見本集落」と助詞を落として圧縮しており、同一ファイル内で同じ語が2つの表記を持つ",見本の集落の描画を確認する,命名_区画141_2026-09-12.md
142,xtask,xtask/src/acceptance/exit_report.rs,370,本文(&self) -> &str(戻り値はself.標準出力),英単語または略号,落ちた条件: 1(受理テスト)・3(5W1Hの必要格),なぜ読めないか: 終了時報告型は標準出力と標準エラーの2つの本文を持つ。同じ型に標準エラーの本文(&self)という対になるメソッドが存在するため、無qualifierの本文は「標準出力の」を暗黙の既定として頼っており、この名前だけを見た読み手は「どちらの本文か」を復元できない(コメントを読んで初めて標準出力だと分かる)。5W1Hのうち対象格(何の本文か)が欠落している,標準出力の本文(対になる標準エラーの本文と対称にする),命名_区画142_2026-09-12.md
